quantity,unit,category,food_type,people_fed
25.4,kg,Produce,veg,58
46.2,liters,Cooked Meal,nonveg,98
3.0,boxes,Produce,nonveg,24
128.7,plates,Cooked Meal,veg,99
62.9,plates,Dairy,nonveg,88
140.9,plates,Cooked Meal,nonveg,138
17.6,kg,Produce,veg,35
27.8,liters,Cooked Meal,veg,68
74.5,pieces,Other,veg,47
49.1,kg,Dairy,nonveg,204
133.7,plates,Packaged Food,veg,188
2.7,kg,Other,veg,7
22.1,liters,Dairy,nonveg,75
2.3,kg,Bakery,veg,8
103.9,plates,Bakery,nonveg,113
21.2,boxes,Cooked Meal,nonveg,132
4.4,boxes,Packaged Food,veg,59
106.2,pieces,Produce,veg,35
5.5,liters,Cooked Meal,veg,14
148.7,plates,Dairy,veg,195
4.8,liters,Cooked Meal,veg,11
182.7,pieces,Cooked Meal,nonveg,89
183.8,pieces,Bakery,veg,69
47.0,kg,Cooked Meal,nonveg,109
27.0,boxes,Bakery,nonveg,269
261.3,pieces,Produce,nonveg,65
51.2,plates,Bakery,nonveg,53
9.1,boxes,Produce,nonveg,58
15.9,liters,Bakery,veg,30
48.9,liters,Other,veg,120
28.6,boxes,Other,nonveg,258
93.6,pieces,Produce,nonveg,27
42.9,kg,Cooked Meal,nonveg,97
2.3,boxes,Packaged Food,nonveg,26
20.1,boxes,Bakery,veg,166
140.9,plates,Cooked Meal,nonveg,125
244.0,pieces,Dairy,nonveg,93
130.5,plates,Produce,nonveg,107
28.1,kg,Other,veg,89
66.5,plates,Produce,nonveg,56
28.6,plates,Other,nonveg,22
14.8,liters,Bakery,veg,34
299.6,pieces,Other,veg,152
18.9,boxes,Dairy,veg,153
235.8,pieces,Produce,nonveg,69
251.6,pieces,Cooked Meal,nonveg,98
1.5,boxes,Bakery,nonveg,14
12.8,boxes,Produce,veg,90
45.0,kg,Dairy,nonveg,119
38.5,liters,Packaged Food,nonveg,96
42.5,pieces,Produce,nonveg,11
6.6,kg,Dairy,veg,25
29.4,liters,Cooked Meal,nonveg,70
9.8,pieces,Cooked Meal,nonveg,5
92.1,plates,Produce,veg,89
12.6,kg,Packaged Food,veg,46
125.2,plates,Produce,nonveg,113
12.3,pieces,Packaged Food,veg,12
292.7,pieces,Dairy,nonveg,147
28.2,plates,Produce,veg,26
274.0,pieces,Cooked Meal,veg,159
141.3,plates,Produce,nonveg,133
100.3,plates,Packaged Food,veg,168
48.0,kg,Other,veg,140
83.2,plates,Bakery,nonveg,108
100.6,plates,Cooked Meal,nonveg,108
8.8,boxes,Dairy,nonveg,77
240.7,pieces,Bakery,veg,88
16.4,liters,Produce,nonveg,36
3.3,boxes,Packaged Food,nonveg,35
137.6,plates,Dairy,veg,162
17.5,boxes,Packaged Food,veg,182
117.6,plates,Bakery,veg,122
120.4,plates,Bakery,nonveg,145
29.0,pieces,Produce,veg,6
27.1,boxes,Dairy,veg,284
6.9,kg,Packaged Food,veg,24
43.6,kg,Packaged Food,veg,176
49.5,kg,Packaged Food,veg,201
4.7,boxes,Packaged Food,nonveg,61
108.2,plates,Other,veg,129
149.1,plates,Produce,veg,175
47.5,kg,Cooked Meal,nonveg,125
23.0,boxes,Other,nonveg,154
36.5,liters,Other,veg,74
44.9,kg,Dairy,veg,158
102.7,plates,Dairy,nonveg,110
142.0,plates,Bakery,nonveg,162
25.2,liters,Cooked Meal,nonveg,58
46.4,plates,Dairy,nonveg,58
286.3,pieces,Packaged Food,veg,366
26.4,liters,Other,nonveg,65
19.4,plates,Dairy,nonveg,23
7.5,boxes,Produce,nonveg,51
296.7,pieces,Bakery,nonveg,110
33.3,pieces,Other,veg,12
9.0,plates,Dairy,veg,15
6.0,plates,Dairy,veg,6
88.1,pieces,Cooked Meal,veg,49
125.5,plates,Packaged Food,veg,181
22.8,kg,Produce,veg,42
290.7,pieces,Bakery,veg,121
17.0,liters,Cooked Meal,veg,34
107.5,plates,Other,veg,107
5.9,kg,Produce,nonveg,10
142.6,plates,Bakery,veg,147
7.7,kg,Other,veg,15
24.0,liters,Other,nonveg,66
14.8,liters,Packaged Food,nonveg,44
22.3,liters,Dairy,veg,110
107.9,plates,Packaged Food,veg,191
19.5,boxes,Dairy,veg,183
132.3,plates,Packaged Food,veg,225
24.1,boxes,Other,nonveg,141
83.8,plates,Packaged Food,nonveg,113
10.4,boxes,Produce,nonveg,72
6.1,boxes,Other,veg,57
23.4,boxes,Produce,veg,156
20.9,boxes,Packaged Food,nonveg,252
17.3,boxes,Bakery,veg,176
126.3,pieces,Produce,nonveg,36
24.8,kg,Produce,nonveg,40
96.0,pieces,Bakery,veg,33
118.0,plates,Bakery,veg,153
23.7,plates,Cooked Meal,nonveg,16
23.6,boxes,Cooked Meal,veg,175
198.2,pieces,Produce,veg,53
43.1,liters,Bakery,nonveg,78
273.6,pieces,Bakery,veg,105
2.8,liters,Other,veg,8
77.7,plates,Cooked Meal,veg,78
72.9,pieces,Produce,veg,21
14.4,liters,Other,veg,41
24.7,boxes,Other,veg,227
4.6,kg,Produce,veg,9
37.4,kg,Packaged Food,veg,105
18.9,plates,Dairy,veg,22
130.4,pieces,Dairy,nonveg,56
14.4,kg,Other,nonveg,34
59.6,plates,Other,nonveg,60
48.4,kg,Packaged Food,veg,148
60.4,plates,Other,veg,57
23.1,boxes,Packaged Food,nonveg,248
38.8,kg,Dairy,nonveg,124
171.1,pieces,Packaged Food,nonveg,147
28.5,kg,Other,veg,65
3.4,boxes,Bakery,veg,28
13.5,plates,Dairy,veg,20
96.9,pieces,Packaged Food,nonveg,86
131.4,plates,Produce,nonveg,128
27.7,liters,Produce,nonveg,48
15.9,boxes,Produce,nonveg,119
21.9,kg,Other,veg,58
9.1,liters,Cooked Meal,veg,21
44.4,kg,Packaged Food,veg,129
22.7,boxes,Dairy,veg,205
1.3,boxes,Dairy,nonveg,14
186.5,pieces,Other,nonveg,109
25.5,plates,Produce,veg,23
144.3,pieces,Dairy,nonveg,66
53.5,pieces,Bakery,veg,21
5.4,boxes,Produce,veg,33
35.4,kg,Cooked Meal,nonveg,83
23.0,pieces,Packaged Food,veg,24
14.7,plates,Packaged Food,veg,18
14.5,kg,Produce,veg,24
58.3,plates,Packaged Food,nonveg,83
16.2,plates,Dairy,veg,15
14.7,kg,Bakery,veg,44
52.9,plates,Dairy,nonveg,67
145.2,plates,Dairy,nonveg,171
1.1,liters,Packaged Food,veg,3
46.5,liters,Bakery,veg,88
4.8,kg,Packaged Food,nonveg,15
21.8,liters,Cooked Meal,nonveg,40
19.5,liters,Cooked Meal,nonveg,40
10.0,boxes,Packaged Food,nonveg,94
47.3,liters,Dairy,veg,185
28.5,liters,Produce,nonveg,41
33.0,kg,Other,nonveg,77
42.9,kg,Bakery,nonveg,120
19.7,liters,Packaged Food,veg,53
22.7,kg,Bakery,veg,67
273.8,pieces,Produce,veg,82
93.0,plates,Produce,veg,102
29.9,boxes,Packaged Food,veg,366
189.5,pieces,Other,nonveg,106
15.2,boxes,Other,nonveg,107
10.5,plates,Packaged Food,veg,20
5.1,liters,Bakery,veg,11
32.2,kg,Cooked Meal,nonveg,78
198.3,pieces,Dairy,veg,101
42.0,kg,Other,nonveg,102
26.3,liters,Other,nonveg,55
25.3,boxes,Other,nonveg,182
5.1,liters,Dairy,nonveg,18
30.8,kg,Packaged Food,nonveg,95
14.4,kg,Other,nonveg,29
23.8,kg,Produce,nonveg,45
46.0,kg,Packaged Food,veg,154
16.6,kg,Bakery,veg,49
32.3,kg,Bakery,veg,95
16.1,kg,Packaged Food,veg,50
3.6,liters,Bakery,nonveg,5
87.3,pieces,Other,veg,39
57.2,pieces,Bakery,veg,22
83.0,pieces,Produce,nonveg,19
125.3,plates,Produce,nonveg,116
47.5,liters,Other,veg,112
18.0,liters,Dairy,nonveg,64
105.9,pieces,Other,veg,61
156.4,pieces,Other,veg,76
143.0,pieces,Bakery,veg,61
7.9,liters,Other,nonveg,18
171.3,pieces,Dairy,nonveg,68
43.6,kg,Produce,nonveg,63
24.3,liters,Cooked Meal,nonveg,43
53.0,pieces,Bakery,nonveg,24
22.5,liters,Dairy,veg,79
14.7,boxes,Other,nonveg,97
182.3,pieces,Bakery,nonveg,59
21.6,liters,Cooked Meal,veg,48
91.0,plates,Produce,nonveg,87
143.0,plates,Produce,veg,152
33.5,liters,Dairy,veg,135
241.4,pieces,Cooked Meal,veg,116
14.4,boxes,Packaged Food,veg,165
28.7,pieces,Bakery,nonveg,10
5.4,liters,Bakery,nonveg,10
8.8,kg,Produce,nonveg,19
21.3,boxes,Cooked Meal,nonveg,181
20.0,liters,Packaged Food,veg,54
38.9,liters,Produce,nonveg,84
16.5,boxes,Other,nonveg,105
7.4,boxes,Produce,veg,44
152.9,pieces,Produce,nonveg,37
137.6,plates,Cooked Meal,nonveg,122
15.8,kg,Bakery,veg,45
197.9,pieces,Cooked Meal,nonveg,83
8.6,boxes,Packaged Food,veg,108
20.5,liters,Packaged Food,veg,58
198.5,pieces,Cooked Meal,veg,99
16.6,kg,Packaged Food,veg,52
33.0,kg,Packaged Food,nonveg,101
23.4,boxes,Other,nonveg,167
25.6,kg,Other,nonveg,64
37.9,pieces,Packaged Food,nonveg,37
1.3,kg,Packaged Food,veg,5
33.7,plates,Other,nonveg,33
14.5,boxes,Packaged Food,veg,143
23.6,kg,Cooked Meal,nonveg,63
104.6,pieces,Produce,nonveg,30
9.8,kg,Produce,nonveg,18
180.8,pieces,Produce,veg,55
13.2,kg,Produce,nonveg,25
22.1,liters,Other,nonveg,52
208.3,pieces,Produce,nonveg,58
10.9,plates,Other,nonveg,12
48.3,pieces,Produce,veg,17
10.8,boxes,Cooked Meal,veg,84
123.2,pieces,Other,nonveg,61
48.3,kg,Other,nonveg,131
149.3,plates,Bakery,nonveg,146
29.1,kg,Bakery,nonveg,72
22.7,boxes,Bakery,nonveg,212
45.6,kg,Other,nonveg,95
6.5,pieces,Other,nonveg,3
14.1,liters,Other,nonveg,39
70.3,pieces,Dairy,veg,39
110.6,plates,Cooked Meal,nonveg,103
19.4,boxes,Dairy,nonveg,152
17.7,kg,Dairy,nonveg,72
14.4,boxes,Produce,veg,100
13.5,liters,Other,nonveg,28
96.6,plates,Cooked Meal,veg,87
49.1,plates,Bakery,nonveg,52
1.9,boxes,Produce,nonveg,12
65.2,plates,Produce,nonveg,57
297.0,pieces,Cooked Meal,nonveg,122
19.1,plates,Packaged Food,veg,32
29.0,liters,Bakery,veg,60
11.2,boxes,Other,nonveg,88
10.3,boxes,Bakery,nonveg,91
71.4,pieces,Other,nonveg,34
9.3,boxes,Packaged Food,nonveg,109
1.1,boxes,Bakery,nonveg,10
20.8,boxes,Produce,veg,164
6.5,boxes,Packaged Food,nonveg,78
25.1,plates,Cooked Meal,veg,17
142.1,plates,Dairy,nonveg,118
29.1,plates,Produce,veg,25
28.1,kg,Produce,nonveg,45
19.1,liters,Bakery,nonveg,37
7.5,liters,Other,nonveg,16
29.3,kg,Cooked Meal,veg,60
48.7,liters,Packaged Food,veg,153
43.7,kg,Dairy,nonveg,173
37.7,kg,Other,veg,90
26.0,boxes,Other,nonveg,213
108.8,plates,Produce,veg,115
68.6,plates,Dairy,veg,91
20.6,kg,Packaged Food,nonveg,64
23.8,boxes,Dairy,nonveg,234
19.0,kg,Dairy,veg,87
274.3,pieces,Other,veg,140
140.2,pieces,Cooked Meal,veg,65
23.0,boxes,Other,veg,165
17.5,boxes,Produce,nonveg,130
8.3,kg,Dairy,veg,33
108.5,plates,Produce,nonveg,108
24.3,liters,Produce,nonveg,41
30.8,liters,Other,veg,80
13.3,pieces,Packaged Food,veg,14
18.8,kg,Dairy,nonveg,76
74.2,plates,Dairy,nonveg,112
26.6,liters,Other,nonveg,50
26.3,boxes,Packaged Food,veg,272
17.8,kg,Packaged Food,veg,63
8.4,liters,Produce,veg,14
25.4,liters,Cooked Meal,nonveg,45
37.3,kg,Dairy,veg,146
25.9,kg,Other,nonveg,61
145.7,plates,Produce,veg,167
40.1,liters,Bakery,nonveg,78
34.8,liters,Bakery,veg,67
32.0,pieces,Dairy,nonveg,15
26.6,kg,Bakery,veg,86
72.3,plates,Dairy,nonveg,89
39.7,kg,Dairy,nonveg,164
10.7,kg,Packaged Food,nonveg,37
91.8,plates,Dairy,veg,119
39.1,kg,Packaged Food,nonveg,128
148.9,plates,Bakery,nonveg,164
10.5,boxes,Produce,veg,83
143.0,plates,Packaged Food,nonveg,183
205.0,pieces,Bakery,nonveg,93
37.9,pieces,Dairy,nonveg,17
151.3,pieces,Cooked Meal,nonveg,64
34.0,kg,Bakery,nonveg,112
33.1,plates,Produce,veg,38
16.1,liters,Cooked Meal,veg,33
46.5,kg,Packaged Food,nonveg,179
51.9,plates,Bakery,veg,65
17.0,liters,Bakery,veg,38
23.6,boxes,Dairy,nonveg,189
47.8,pieces,Packaged Food,nonveg,56
137.7,pieces,Produce,nonveg,34
3.7,kg,Packaged Food,nonveg,13
292.6,pieces,Packaged Food,veg,293
33.4,liters,Other,veg,82
12.0,pieces,Produce,nonveg,3
120.6,plates,Dairy,veg,165
129.2,plates,Dairy,nonveg,165
28.6,boxes,Produce,nonveg,194
8.2,boxes,Cooked Meal,nonveg,70
32.3,kg,Cooked Meal,veg,80
68.5,plates,Produce,nonveg,61
48.9,kg,Other,nonveg,127
26.3,boxes,Other,veg,183
13.0,kg,Dairy,nonveg,44
85.7,plates,Dairy,nonveg,110
47.9,kg,Bakery,nonveg,110
6.3,boxes,Produce,veg,38
13.5,liters,Produce,nonveg,25
6.8,kg,Other,veg,15
45.7,kg,Packaged Food,veg,170
171.9,pieces,Dairy,veg,112
46.0,plates,Produce,nonveg,42
28.7,kg,Produce,veg,69
29.1,liters,Dairy,veg,112
114.0,plates,Packaged Food,veg,173
26.8,boxes,Produce,nonveg,151
4.6,liters,Other,nonveg,10
12.6,boxes,Dairy,veg,103
1.9,kg,Produce,nonveg,4
27.1,liters,Produce,nonveg,56
44.8,liters,Other,nonveg,99
16.1,liters,Bakery,veg,27
39.2,kg,Cooked Meal,veg,70
199.2,pieces,Produce,veg,55
130.2,pieces,Bakery,veg,50
45.5,pieces,Bakery,veg,23
2.2,kg,Packaged Food,nonveg,8
14.0,boxes,Bakery,veg,116
38.8,liters,Packaged Food,veg,110
28.6,plates,Bakery,veg,33
37.3,kg,Bakery,nonveg,77
49.3,liters,Packaged Food,veg,193
80.3,pieces,Dairy,nonveg,41
12.6,boxes,Cooked Meal,nonveg,101
284.0,pieces,Cooked Meal,nonveg,139
299.9,pieces,Other,veg,134
1.5,boxes,Cooked Meal,nonveg,13
42.5,kg,Produce,veg,81
23.6,plates,Bakery,veg,31
43.5,kg,Cooked Meal,veg,125
187.2,pieces,Other,nonveg,91
112.6,plates,Bakery,veg,120
44.1,liters,Other,nonveg,107
20.8,liters,Packaged Food,nonveg,60
13.4,pieces,Produce,nonveg,4
45.8,kg,Packaged Food,veg,161
115.6,plates,Cooked Meal,nonveg,105
45.0,kg,Cooked Meal,nonveg,96
4.3,boxes,Cooked Meal,veg,23
25.9,boxes,Dairy,veg,245
24.3,kg,Other,nonveg,60
143.8,plates,Produce,nonveg,125
25.1,kg,Other,nonveg,62
40.5,liters,Bakery,veg,70
37.4,liters,Bakery,veg,73
12.1,kg,Dairy,veg,44
214.6,pieces,Bakery,nonveg,67
115.2,plates,Dairy,nonveg,143
115.6,pieces,Bakery,nonveg,48
24.0,boxes,Cooked Meal,veg,222
32.1,kg,Bakery,veg,101
173.8,pieces,Packaged Food,veg,161
190.5,pieces,Packaged Food,veg,203
31.4,liters,Packaged Food,nonveg,74
22.6,boxes,Dairy,veg,187
80.3,pieces,Produce,veg,21
101.2,plates,Packaged Food,nonveg,132
235.7,pieces,Dairy,veg,107
5.6,kg,Packaged Food,veg,24
23.3,plates,Cooked Meal,nonveg,21
133.7,pieces,Produce,nonveg,39
41.2,liters,Dairy,nonveg,151
42.2,liters,Dairy,veg,169
171.1,pieces,Other,veg,87
121.0,plates,Dairy,veg,148
8.8,liters,Dairy,nonveg,35
42.3,liters,Other,veg,106
9.1,boxes,Dairy,veg,76
270.8,pieces,Packaged Food,nonveg,311
217.9,pieces,Packaged Food,veg,208
13.3,kg,Produce,veg,24
13.6,plates,Other,veg,13
24.6,liters,Packaged Food,veg,86
19.7,boxes,Bakery,veg,250
41.0,plates,Packaged Food,veg,58
7.1,liters,Produce,nonveg,14
34.8,plates,Other,veg,37
26.5,kg,Produce,veg,57
12.4,kg,Dairy,nonveg,36
27.3,plates,Dairy,nonveg,35
285.1,pieces,Other,nonveg,160
21.9,kg,Produce,nonveg,43
7.5,boxes,Bakery,nonveg,92
40.0,plates,Dairy,nonveg,60
13.2,boxes,Other,nonveg,82
193.9,pieces,Produce,nonveg,44
29.5,boxes,Produce,nonveg,199
11.8,liters,Packaged Food,nonveg,33
299.2,pieces,Packaged Food,veg,318
93.0,plates,Dairy,nonveg,98
18.4,boxes,Other,veg,121
22.0,plates,Cooked Meal,veg,19
245.5,pieces,Bakery,nonveg,90
17.6,boxes,Other,nonveg,125
40.8,kg,Dairy,nonveg,128
28.8,kg,Other,veg,61
91.2,pieces,Cooked Meal,veg,44
246.4,pieces,Packaged Food,nonveg,230
86.6,pieces,Produce,veg,27
66.8,pieces,Other,veg,30
227.2,pieces,Dairy,nonveg,106
18.2,kg,Packaged Food,nonveg,54
41.6,liters,Dairy,nonveg,177
19.0,boxes,Other,nonveg,156
10.9,liters,Other,nonveg,27
22.9,boxes,Produce,nonveg,131
37.9,pieces,Bakery,veg,12
114.7,plates,Other,nonveg,92
31.3,liters,Dairy,nonveg,121
128.6,plates,Other,nonveg,121
122.0,pieces,Bakery,nonveg,47
100.5,pieces,Other,veg,49
8.1,boxes,Bakery,veg,98
25.2,boxes,Cooked Meal,veg,264
22.6,liters,Bakery,veg,46
43.0,liters,Produce,veg,81
17.1,boxes,Packaged Food,nonveg,204
96.0,plates,Bakery,nonveg,106
242.0,pieces,Packaged Food,nonveg,220
27.7,pieces,Bakery,nonveg,11
43.1,liters,Other,nonveg,108
19.0,plates,Dairy,veg,25
4.0,boxes,Dairy,nonveg,34
72.5,plates,Produce,veg,67
31.3,kg,Dairy,nonveg,100
28.4,kg,Bakery,nonveg,79
260.9,pieces,Cooked Meal,nonveg,133
284.5,pieces,Cooked Meal,nonveg,150
22.1,kg,Other,nonveg,51
16.2,liters,Packaged Food,nonveg,42
73.6,pieces,Other,nonveg,35
43.3,liters,Packaged Food,nonveg,103
29.8,kg,Dairy,nonveg,110
110.9,plates,Cooked Meal,nonveg,97
49.0,liters,Other,veg,129
36.7,kg,Bakery,nonveg,65
47.4,kg,Produce,veg,70
21.2,boxes,Packaged Food,nonveg,203
33.3,pieces,Bakery,veg,12
6.4,boxes,Produce,veg,51
18.2,liters,Packaged Food,veg,53
2.0,kg,Packaged Food,nonveg,6
34.5,kg,Dairy,veg,139
17.0,kg,Dairy,veg,68
43.1,kg,Produce,nonveg,85
16.5,boxes,Dairy,veg,145
30.4,kg,Produce,veg,47
40.9,liters,Other,veg,91
46.8,kg,Packaged Food,veg,190
36.8,pieces,Cooked Meal,nonveg,15
45.1,liters,Other,veg,94
278.9,pieces,Dairy,nonveg,129
28.4,boxes,Dairy,nonveg,230
75.6,pieces,Bakery,veg,29
3.0,liters,Packaged Food,nonveg,11
127.9,plates,Packaged Food,veg,215
228.3,pieces,Cooked Meal,nonveg,99
9.5,boxes,Bakery,veg,88
13.6,boxes,Other,nonveg,102
184.9,pieces,Cooked Meal,nonveg,86
23.4,boxes,Produce,nonveg,144
16.0,liters,Cooked Meal,veg,30
97.9,plates,Dairy,veg,126
60.5,pieces,Cooked Meal,nonveg,24
37.2,kg,Dairy,nonveg,127
5.8,kg,Produce,veg,11
4.6,liters,Bakery,nonveg,9
11.6,plates,Other,veg,13
46.3,liters,Packaged Food,veg,151
41.5,liters,Produce,nonveg,77
5.5,boxes,Produce,veg,33
6.9,boxes,Produce,nonveg,40
208.6,pieces,Other,nonveg,86
13.4,liters,Produce,nonveg,26
21.2,boxes,Cooked Meal,veg,141
6.6,kg,Bakery,veg,21
27.3,kg,Packaged Food,veg,105
16.6,boxes,Other,nonveg,143
20.7,plates,Produce,nonveg,22
10.8,kg,Bakery,nonveg,34
24.5,kg,Dairy,nonveg,92
38.4,liters,Packaged Food,veg,118
31.2,liters,Cooked Meal,nonveg,59
38.7,kg,Dairy,veg,159
172.8,pieces,Other,veg,95
23.6,liters,Produce,nonveg,42
19.6,kg,Other,nonveg,51
17.5,liters,Bakery,veg,33
26.3,boxes,Other,veg,228
47.3,pieces,Dairy,veg,25
34.6,kg,Produce,veg,61
19.1,liters,Dairy,nonveg,76
1.3,kg,Bakery,veg,4
129.3,plates,Packaged Food,veg,194
2.0,kg,Other,veg,5
20.9,boxes,Dairy,nonveg,152
20.8,boxes,Packaged Food,veg,229
27.7,boxes,Other,nonveg,189
7.5,boxes,Bakery,nonveg,66
113.6,pieces,Packaged Food,veg,135
5.2,boxes,Cooked Meal,nonveg,31
7.1,liters,Dairy,nonveg,27
282.9,pieces,Other,veg,126
28.6,boxes,Other,nonveg,223
101.2,pieces,Packaged Food,nonveg,79
35.9,liters,Bakery,veg,80
45.1,liters,Dairy,nonveg,134
68.0,pieces,Packaged Food,nonveg,59
16.7,boxes,Bakery,veg,125
6.8,boxes,Dairy,veg,66
100.6,plates,Produce,veg,112
19.9,kg,Packaged Food,veg,66
49.2,liters,Other,nonveg,103
5.4,boxes,Other,veg,35
26.2,boxes,Produce,veg,218
103.0,plates,Produce,veg,124
1.4,kg,Cooked Meal,veg,4
64.9,pieces,Cooked Meal,nonveg,29
42.2,liters,Bakery,nonveg,64
10.8,boxes,Dairy,nonveg,107
34.9,pieces,Bakery,nonveg,10
6.8,liters,Bakery,nonveg,11
17.3,boxes,Dairy,veg,136
33.5,liters,Produce,veg,58
22.9,boxes,Bakery,veg,247
23.2,boxes,Packaged Food,veg,303
177.5,pieces,Dairy,nonveg,90
133.4,plates,Packaged Food,nonveg,227
57.3,pieces,Cooked Meal,veg,25
48.1,kg,Bakery,veg,126
109.6,pieces,Produce,veg,37
148.8,plates,Dairy,nonveg,175
156.5,pieces,Produce,veg,59
27.3,boxes,Cooked Meal,nonveg,195
13.9,liters,Cooked Meal,nonveg,31
10.7,boxes,Produce,veg,75
37.0,liters,Cooked Meal,veg,91
2.0,boxes,Packaged Food,nonveg,22
104.0,pieces,Other,nonveg,52
4.8,boxes,Packaged Food,nonveg,41
149.2,pieces,Produce,veg,44
43.2,kg,Other,nonveg,126
40.5,kg,Cooked Meal,veg,105
29.0,kg,Produce,veg,60
1.5,kg,Bakery,veg,5
29.6,kg,Dairy,veg,121
185.7,pieces,Packaged Food,veg,197
5.5,kg,Other,veg,14
39.8,kg,Cooked Meal,nonveg,92
19.1,boxes,Cooked Meal,nonveg,146
21.5,boxes,Bakery,veg,175
135.5,pieces,Packaged Food,veg,136
9.6,kg,Dairy,veg,39
106.5,plates,Dairy,veg,147
10.2,kg,Other,veg,21
18.4,boxes,Bakery,nonveg,226
130.8,pieces,Dairy,veg,71
14.8,kg,Dairy,nonveg,45
4.1,kg,Bakery,veg,11
20.5,boxes,Dairy,veg,214
29.3,boxes,Other,veg,223
87.5,plates,Produce,veg,79
110.6,pieces,Other,nonveg,53
16.8,boxes,Produce,nonveg,97
29.8,liters,Other,veg,83
27.8,boxes,Packaged Food,nonveg,316
14.1,boxes,Packaged Food,nonveg,175
39.6,kg,Packaged Food,veg,160
18.9,liters,Packaged Food,nonveg,42
11.6,liters,Bakery,veg,25
5.3,boxes,Cooked Meal,nonveg,38
41.7,liters,Packaged Food,nonveg,118
61.0,pieces,Dairy,veg,27
48.5,liters,Packaged Food,nonveg,122
24.7,pieces,Cooked Meal,veg,12
26.4,liters,Produce,veg,59
25.0,liters,Packaged Food,nonveg,80
185.4,pieces,Produce,nonveg,49
17.7,liters,Dairy,nonveg,57
23.6,pieces,Bakery,nonveg,10
77.6,pieces,Packaged Food,nonveg,84
17.1,boxes,Produce,nonveg,103
271.0,pieces,Dairy,veg,163
40.9,liters,Dairy,veg,156
26.8,boxes,Bakery,nonveg,223
5.0,liters,Packaged Food,nonveg,17
2.9,boxes,Packaged Food,nonveg,30
42.5,liters,Produce,nonveg,82
7.5,boxes,Cooked Meal,veg,67
23.7,boxes,Dairy,veg,214
18.5,boxes,Produce,nonveg,93
15.5,liters,Other,veg,37
13.2,liters,Cooked Meal,nonveg,23
65.3,pieces,Cooked Meal,nonveg,34
32.9,kg,Produce,veg,66
31.7,liters,Packaged Food,nonveg,83
38.2,liters,Dairy,nonveg,151
15.0,liters,Produce,nonveg,29
47.8,liters,Dairy,nonveg,206
5.1,boxes,Dairy,nonveg,49
19.2,boxes,Other,veg,142
98.3,plates,Produce,veg,89
133.1,plates,Produce,veg,157
27.9,boxes,Bakery,veg,297
26.6,liters,Bakery,veg,58
28.9,pieces,Produce,nonveg,8
20.6,kg,Produce,nonveg,42
40.9,liters,Packaged Food,veg,129
38.4,liters,Packaged Food,veg,122
12.6,plates,Cooked Meal,veg,12
3.1,liters,Other,nonveg,7
16.8,liters,Bakery,nonveg,34
15.8,boxes,Other,veg,126
2.2,boxes,Other,veg,18
12.2,kg,Dairy,veg,43
78.8,plates,Cooked Meal,nonveg,73
5.4,boxes,Bakery,veg,63
169.1,pieces,Dairy,nonveg,78
25.2,boxes,Dairy,veg,227
120.8,pieces,Bakery,nonveg,40
13.5,pieces,Other,nonveg,5
6.4,boxes,Dairy,veg,52
22.5,boxes,Cooked Meal,veg,190
266.6,pieces,Dairy,veg,126
21.0,pieces,Produce,nonveg,5
16.2,liters,Produce,veg,29
11.1,liters,Bakery,nonveg,23
18.5,boxes,Produce,nonveg,114
17.3,boxes,Bakery,nonveg,147
44.3,kg,Bakery,veg,179
129.3,plates,Cooked Meal,veg,163
22.1,boxes,Produce,nonveg,129
19.0,kg,Bakery,veg,46
87.6,pieces,Other,veg,33
38.8,kg,Other,nonveg,97
4.5,boxes,Produce,veg,30
9.6,kg,Other,nonveg,25
44.2,plates,Packaged Food,nonveg,69
14.2,plates,Other,nonveg,13
2.1,boxes,Packaged Food,veg,23
6.1,boxes,Packaged Food,nonveg,85
35.8,kg,Other,nonveg,84
24.3,boxes,Other,veg,213
40.7,liters,Bakery,nonveg,76
28.4,kg,Other,nonveg,61
18.8,kg,Other,nonveg,34
247.1,pieces,Dairy,nonveg,101
51.5,plates,Produce,veg,50
56.3,pieces,Other,nonveg,23
245.2,pieces,Produce,veg,79
57.2,plates,Packaged Food,nonveg,67
195.4,pieces,Bakery,nonveg,77
134.0,plates,Packaged Food,veg,171
27.5,liters,Other,nonveg,77
48.9,liters,Other,veg,129
44.2,kg,Packaged Food,nonveg,112
80.3,plates,Dairy,veg,96
34.5,liters,Dairy,veg,132
10.4,boxes,Produce,veg,77
36.8,plates,Packaged Food,nonveg,46
7.5,boxes,Produce,veg,50
44.8,liters,Other,veg,106
8.1,kg,Dairy,nonveg,38
24.9,boxes,Bakery,nonveg,259
2.2,kg,Dairy,veg,9
13.4,kg,Bakery,veg,41
20.2,boxes,Cooked Meal,nonveg,173
7.0,boxes,Produce,nonveg,46
97.1,plates,Packaged Food,nonveg,114
11.2,boxes,Cooked Meal,nonveg,74
22.8,boxes,Produce,nonveg,149
142.6,plates,Dairy,nonveg,149
12.0,boxes,Other,veg,115
16.8,boxes,Cooked Meal,nonveg,118
23.3,liters,Cooked Meal,veg,51
16.2,kg,Packaged Food,nonveg,48
18.8,boxes,Other,veg,173
4.4,kg,Dairy,nonveg,18
21.2,boxes,Bakery,nonveg,154
29.7,kg,Other,nonveg,80
30.2,plates,Other,nonveg,22
130.9,pieces,Cooked Meal,nonveg,64
10.8,liters,Other,veg,27
3.1,liters,Other,nonveg,7
